무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G8723,경기도,안성시,지방도,3,죽산초교길,03,,경기도 안성시 죽산면 죽산리 408-8,37.077009,127.420587,죽산초교앞(죽산면사무소→구교동),02,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
G0769,경기도,안성시,일반국도,17,죽양대로,03,,경기도 안성시 죽산면 매산리 489-1,37.09947039,127.4334931,매산교차로(용설리→백암면),02,80,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
G0770,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 대덕면 내리 405-2,37.0125682,127.2264151,중앙대학교앞교차로(평택대학교→보개면사무소),02,60,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
F8979,경기도,안성시,시도,,걸미로,03,,경기도 안성시 죽산면 장계리 18-3,37.06014585,127.4108018,광혜원→죽산면사무소,01,60,99,2016,경기도남부경찰청,031-888-3652,2023-11-01
G9462,경기도,안성시,고속국도,3,고속도로,02,,경기도 안성시 원곡면 외가천리 124-3,37.04041578,127.1376501,경부고속도로 177 경부고속도로 종점1/2차로(서울→부산),99,110,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
G9463,경기도,안성시,고속국도,3,고속도로,02,,경기도 안성시 원곡면 외가천리 124-3,37.04041578,127.1376725,경부고속도로 178 경부고속도로 종점3/4차로(서울→부산),99,110,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
G9464,경기도,안성시,고속국도,3,고속도로,02,,경기도 안성시 원곡면 외가천리 124-3,37.04041578,127.137645,경부고속도로 179 경부고속도로 종점5차로(서울→부산),99,110,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
G8650,경기도,안성시,일반국도,17,송문주로,03,,경기도 안성시 죽산면 용설리 산244-17,37.0606289,127.4413067,용설3교앞(양지IC→진천군청),01,80,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
G4895,경기도,안성시,시도,,중앙대학로,03,,경기도 안성시 대덕면 죽리 74-2,36.998185,127.227872,돈도마을입구(신령리→안성시청),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G1653,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 삼죽면 미장리 468-9,37.039712,127.35663,장항마을입구(일죽면→안성시청),02,80,99,2018,경기도남부경찰청,031-888-3652,2023-11-01
G7349,경기도,안성시,지방도,329,노성로,03,,경기도 안성시 일죽면 능국리 530-20,37.107677,127.484911,파머스(주)앞교차로(국립이천호국원→일죽면행정복지센터),02,60,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
G3748,경기도,안성시,시도,,알미산로,03,,경기도 안성시 옥산동 130-1,37.00916,127.250243,변전소삼거리(양성→안성경찰서),02,60,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G3749,경기도,안성시,시도,,아양3로,03,,경기도 안성시 옥산동 616,37.005618,127.2524,백성초교앞(안성경찰서→광신프로그레스),02,30,02,2020,경기도남부경찰청,031-888-3652,2023-11-01
G3750,경기도,안성시,시도,,아양2로,03,,경기도 안성시 석정동 132-5,37.011299,127.257499,안성점CGV앞삼거리(안성소방서→경기도의료원안성병원),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4665,경기도,안성시,시도,,중앙로,03,,경기도 안성시 대덕면 건지리 426-1,37.01268,127.238095,대덕면사무소앞(공도읍→안성시청),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4666,경기도,안성시,지방도,70,미양로,03,,경기도 안성시 미양면 신기리 201-3,36.994954,127.244042,두원공업고교앞(안성시청→미양면사무소),02,60,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4667,경기도,안성시,지방도,57,영봉로,03,,경기도 안성시 현수동 368-3,36.999463,127.278969,옥천교차로(남안성IC→안성종합버스터미널),02,60,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4877,경기도,안성시,지방도,70,안성대로,03,,경기도 안성시 대덕면 진현리 140,37.057686,127.257552,토현교차로(고삼면사무소→대덕면사무소),01,70,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4879,경기도,안성시,지방도,57,영봉로,03,,경기도 안성시 현수동 49-2,36.999405,127.278378,옥천교차로(안성종합버스터미널→남안성IC),02,60,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4645,경기도,안성시,시도,,나혜홀3길,03,,경기도 안성시 아양동 290-1,37.005445,127.265044,내혜홀초교앞(안성시청→옥산동),02,30,02,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4605,경기도,안성시,시도,,혜산로,03,,경기도 안성시 구포동 479,37.010817,127.27196,안성초등학교앞(안성시청→한경대학교),01,30,02,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4606,경기도,안성시,시도,,금광초교길,03,,경기도 안성시 금광면 금광리 106-1,37.000711,127.324326,금광초교앞(안성시청→금광저수지),01,30,02,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4607,경기도,안성시,시도,,양성로,03,,경기도 안성시 양성면 동향리 409-1,37.061544,127.195982,양성초등학교앞(용인→평택),01,30,02,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4611,경기도,안성시,지방도,70,고삼호수로,03,,경기도 안성시 고삼면 월향리 282-4,37.0921835,127.2844513,향림고개(고삼면사무소→북가현리),01,40,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G4612,경기도,안성시,지방도,70,고삼호수로,03,,경기도 안성시 고삼면 월향리 362-4,37.0884771,127.2758298,월량교전100m지점(북가현리→고삼면사무소),01,40,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G3858,경기도,안성시,시도,,비봉로,03,,경기도 안성시 가사동 64-3,37.010378,127.288506,안성푸르지오아파트입구(안성시청→안성종합버스터미널),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G3859,경기도,안성시,시도,,비봉로,03,경기도 안성시 비봉로 33,경기도 안성시 가사동 75-44,37.0098478,127.288906,안성푸르지오아파트입구(안성종합버스터미널→안성시청),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G3824,경기도,안성시,시도,,양성로,03,,경기도 안성시 양성면 장서리 369-1,37.094939,127.212228,태성엠엔씨앞(이동저수지→양성면사무소),01,60,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G1651,경기도,안성시,지방도,70,미량로,03,,경기도 안성시 미양면 양지리 139-8,36.97800987,127.2185768,미양농협하나로마트앞(미양면사무소→안성경찰서),01,60,99,2018,경기도남부경찰청,031-888-3652,2023-11-01
G1652,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 죽산면 장원리 958-10,37.07112844,127.4226396,장원산업단지교차로(일죽면→안성시청),02,80,99,2018,경기도남부경찰청,031-888-3652,2023-11-01
G3033,경기도,안성시,지방도,3,만세로,03,,경기도 안성시 대덕면 소내리 142-1,37.038068,127.230708,유별난마을입구(안성시청→양성면),01,60,99,2019,경기도남부경찰청,031-888-3652,2023-11-01
G2308,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 일죽면 월정리 528-10,37.087139,127.45661,산정자동차정비공장앞(장호원→일죽IC),01,70,99,2018,경기도남부경찰청,031-888-3652,2023-11-01
G2319,경기도,안성시,일반국도,38,서동대로,03,,경기도 안성시 공도읍 용두리 275-267,36.99809,127.1623,공도삼거리(평택시청→안성),02,70,99,2018,경기도남부경찰청,031-888-3652,2023-11-01
G0067,경기도,안성시,지방도,23,안성대로,03,,경기도 안성시 미양면 구례리 산 48-3,36.98405683,127.2505948,늑동마을입구교차로(대덕면→천안),02,80,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
70,경기도,안성시,시도,202,정봉길,01,,경기도 안성시 공도읍 양기리 521-40번지,36.99394131,127.1816443,안성시 공도읍 양기리 521-40 삼성유치원입구 (안성팜랜드→공도),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
71,경기도,안성시,시도,소로1류,고무다리길,01,,경기도 안성시 공도읍 승두리 791-1번지,36.98944732,127.1740205,안성시 공도읍 고무다리길 121 별빛누리유치원 입구 (공도터미널→웅교리),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
72,경기도,안성시,일반국도,38,서동대로,02,경기도 안성시 공도읍 서동대로 4424,경기도 안성시 공도읍 양기리 332-4번지,37.00783925,127.1938174,안성시 공도읍 양기리 332-4 문기초교 앞 (공도→안성),01,50,2,2022,경기도 안성시청,031-678-2813,2023-07-12
73,경기도,안성시,시도,대로1류,아양3로,02,,경기도 안성시 옥산동 616번지,37.00565784,127.2528983,백성초( 광신아파트 → 안성경찰서),01,30,2,2021,경기도 안성시청,031-678-2813,2023-07-12
74,경기도,안성시,시도,소로1류,송원길,01,,경기도 안성시 공도읍 만정리 832번지,37.00732618,127.1715051,만정초(폴리텍대 → 금호어울림),01,30,2,2021,경기도 안성시청,031-678-2813,2023-07-12
75,경기도,안성시,국가지원지방도,70,고삼호수로,01,,경기도 안성시 고삼면 가유리 791-1번지,37.08177459,127.2638885,고삼초(고삼면사무소 → 월향리),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
76,경기도,안성시,시도,소로1류,혜산로,01,,경기도 안성시 구포동 137번지,37.01073785,127.272168,안성초( 금산교차로 → 안성초교 앞),01,30,2,2021,경기도 안성시청,031-678-2813,2023-07-12
77,경기도,안성시,국가지원지방도,57,서운로,01,,경기도 안성시 서운면 산평리 328-1번지,36.92008118,127.2604545,산평초(안성 → 천안),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
79,경기도,안성시,시도,27,매향길,01,,경기도 안성시 서운면 송정리 369번지,36.93589814,127.2307703,현매초(입장 → 안성),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
80,경기도,안성시,지방도,302,보체길,01,,경기도 안성시 미양면 보체리 58-1번지,36.97325991,127.2385283,보체초(미양면 → 남안성 ic),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
82,경기도,안성시,국가지원지방도,70,미양로,01,,경기도 안성시 미양면 개정리 303-11번지,36.96056964,127.187446,미양면 미양로 72( 안성시청 → 입장),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
83,경기도,안성시,지방도,306,지문로,01,,경기도 안성시 원곡면 산하리 262-4번지,37.070954,127.143014,안성시 원곡면 산하리 262-4 물류센터입구 삼거리(성은삼거리→산하리삼거리),01,50,,2021,경기도 안성시청,031-678-2813,2023-07-12
84,경기도,안성시,시도,21,만세로,01,,경기도 안성시 원곡면 칠곡리 185-2번지,37.049363,127.159024,안성시 원곡면 칠곡리 185-2 방삼마을 입구(칠곡교차로→칠곡저수지),01,50,,2022,경기도 안성시청,031-678-2813,2023-07-12
95,경기도,안성시,시도,소로2류,비룡로,01,경기도 안성시 비룡로 77,경기도 안성시 석정동 333-1번지,37.014189,127.262213,안성시 석정동 333-1 비룡초등학교 앞 어린이보호구역(대우경남아파트→ 한경대),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
96,경기도,안성시,시도,소로1류,가천중앙1길,01,,경기도 안성시 원곡면 외가천리 349-10번지,37.040108,127.129401,안성시 원곡면 외가천리 349-10 원곡면사무소 앞 어린이보호구역(원곡면 → 평택) (원곡초교),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
97,경기도,안성시,시도,29,안성맞춤대로,01,,경기도 안성시 양성면 노곡리 435-2번지,37.109139,127.244764,안성시 양성면 노곡리 435-2 미곡초등학교 앞 어린이보호구역(난실리 → 노곡리),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
H1378,경기도,안성시,시도,,안성맞춤대로,03,,경기도 안성시 양성면 노곡리 435-2,37.10914094,127.2446343,미곡초등학교앞(난실리→노곡리),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
H1379,경기도,안성시,시도,,죽화로,03,경기도 안성시 일죽면 죽화로 297,경기도 안성시 일죽면 화곡리 730번지,37.10713349,127.458243,죽화초등학교앞(일죽→방초초교),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
H1380,경기도,안성시,시도,,비룡도,03,경기도 안성시 비룡로 77,경기도 안성시 석정동 333-1,37.01423728,127.2621692,비룡초등학교앞(대우경남아파트→한경대),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
H1381,경기도,안성시,시도,,진건중길,03,,경기도 안성시 공도읍 진사리 338-5,36.99077495,127.1407438,우림아파트 109동앞(삼성아파트→양진초,01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
H1382,경기도,안성시,시도,,양지길,03,,경기도 안성시 미양면 양지리 산24-12,36.97467989,127.213282,미양초교앞(미양면사무소→입장),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
H1383,경기도,안성시,시도,,바우덕이로,03,,경기도 안성시 금광면 개산리 186-3,36.98401344,127.303432,개산초교입구(미양면→개산보건진료소),01,30,02,2021,경기도남부경찰청,031-888-3652,2023-11-01
F9490,경기도,안성시,시도,,안성맞춤대로,03,,경기도 안성시 미양면 양변리 260-2,36.9526022,127.2424789,미양양변리앞교차로(남안성TG→입장면),02,60,99,2016,경기도남부경찰청,031-888-3652,2023-11-01
H6649,경기도,안성시,국가지원지방도,3,57호선(서운로),03,,경기도 안성시 서운면 산평리 77-1,36.9198539,127.2608831,산평초교앞(안성→천안),02,30,02,2022,경기도남부경찰청,031-888-3652,2023-11-01
H6650,경기도,안성시,시도,,안성맞춤대로,03,경기도 안성시 서운면 안성맞춤대로 133-2,경기도 안성시 서운면 송정리 131-3,36.93527586,127.2336312,현매초교입구(안성→입장),02,30,02,2022,경기도남부경찰청,031-888-3652,2023-11-01
H6651,경기도,안성시,시도,,안성맞춤대로,03,,경기도 안성시 서운면 송정리 89-2,36.93525211,127.2339228,현매초교입구(입장→안성),02,30,02,2022,경기도남부경찰청,031-888-3652,2023-11-01
86,경기도,안성시,시도,소로2류,죽산초교길,02,경기도 안성시 죽산면 죽산초교길 46,경기도 안성시 죽산면 죽산리 448-11번지,37.077267,127.421392,안성시 죽산면 죽산리 448-11 죽산초등학교 어린이보호구역(매산교차로→죽산면사무소),01,30,2,2022,경기도 안성시청,031-678-2813,2023-07-12
